Ticker,YEAR,Environmental ,Social,Governance,ESG_score,GVKEY,Address Line 1,Postal Code,City,Mining,Construction,Manufactuing,Transportation Public Utilities,Wholesale Trade,Retail Trade,Services,SIC code,Company Name,CIK Number,Country Code,Current Assets,Assets,Cash,Inventory,Current Marketable Securities,Current Liabilities,Liabilities,"Property, Plant and Equipment",Preferred/Preference Stock,Allowance for Doubtful Receivables ,Total Receivables ,Stockholders Equity,Cost of Goods Sold,Dividends - Preferred/Preference,Dividends ,Earnings Before Interest and Taxes,Earnings Per Share (Basic),Net Income (Loss),Net Income Adjusted for common stocks,Sales/Turnover (Net),Interest and Related Expense,Common Shares Outstanding,Total Debt Including Current,Price Close - Annual -,Net receivables,Total assets last year ,Net receivables last year,Inventory last year,Stockholder equity last year,Cost of Goods Sold last year,Common shares outstanding last year
CERS,2020,0.0,12.2128,84.979,32.4615,64327,"1220 Concord Avenue, Suite 600",94520,Concord,0,0,1,0,0,0,0,2836,CERUS CORP,1020214,USA,183.431,221.415,36.594,23.254,97.0,59.974,117.609,26.989,0.0,0.0,23.546,103.806,38.048,0.0,0.0,-58.059,-0.37,-59.857,-59.857,114.249,3.746,168.17,58.376,6.92,23.55,165.54,18.68,19.49,57.05,31.02,144.29
OFIX,2020,0.0,12.5756,84.979,32.5822,28380,3451 Plano Parkway,75056,Lewisville,0,0,1,0,0,0,0,3841,ORTHOFIX MEDICAL INC,884624,USA,270.379,525.861,96.291,84.635,0.53,103.899,168.997,68.453,0.0,4.848,72.423,356.864,76.828,0.0,0.0,-2.588,0.13,2.517,2.517,406.562,2.483,19.424,27.886,42.98,67.58,495.62,82.82,82.4,327.63,80.98,19.02
BECN,2019,14.376,13.9359,87.477,38.6581,160598,"505 Huntmar Park Drive, Suite 300",20170,Herndon,0,0,0,0,1,0,0,5030,BEACON ROOFING SUPPLY INC,1124941,USA,2514.247,6392.812,72.287,1018.183,0.0,1440.775,4131.264,260.376,399.195,13.095,1371.01,2261.548,5368.605,24.0,24.0,180.201,-0.51,-10.612,-34.612,7105.16,160.246,68.574,2598.882,33.53,1357.92,6508.66,1272.67,936.05,2283.5,4824.99,68.14
HAL,2019,40.894,53.9601,87.477,60.8088,5439,3000 North Sam Houston Parkway East,77032,Houston,1,0,0,0,0,0,0,1389,HALLIBURTON CO,45012,USA,11212.0,25377.0,2268.0,3139,0.0,4878.0,17352.0,8364.0,0.0,776.0,4577.0,8012.0,18498.0,0.0,630.0,2058.0,-1.29,-1131.0,-1131.0,22408.0,592.0,878.0,11503,24.47,3801.0,25982,4496,3028,9522,19403,871
MTD,2020,50.166,42.3216,87.477,60.0241,65772,1900 Polaris Parkway,43240,Columbus,0,0,1,0,0,0,0,3826,METTLER-TOLEDO INTL INC,1037646,USA,1056.904,2814.549,94.254,297.611,0.0,840.327,2531.874,897.492,0.0,0.0,593.809,282.675,1242.367,0.0,0.0,784.043,25.24,602.739,602.739,3085.177,38.616,23.472,1383.22,1139.68,593.81,2789.32,549.25,274.29,420.78,1228.64,24.13
MU,2019,64.12,30.1693,87.477,60.6277,7343,8000 South Federal Way,83716-9632,Boise,0,0,1,0,0,0,0,3674,MICRON TECHNOLOGY INC,723125,USA,16503.0,48887.0,7152.0,5118,803.0,6390.0,12019.0,28240.0,0.0,0.0,3195.0,35881.0,7364.0,0.0,0.0,7425.0,5.67,6313.0,6313.0,23406.0,231.0,1106.0,5851,45.27,3195.0,43376,5478,3595,32297,7840,1161
MSA,2019,33.223,20.2237,86.785,46.7961,7420,1000 Cranberry Woods Drive,16066-5207,Cranberry Township,0,0,1,0,0,0,0,3842,MSA SAFETY INC,66570,USA,693.363,1739.693,152.195,185.027,50.24,277.509,1007.12,218.713,3.569,4.86,266.358,725.8,727.75,0.042,63.523,224.29,3.52,136.44,136.215,1401.981,13.589,38.841,400.188,126.36,261.5,1608.01,258.02,156.6,633.88,708.83,38.53
BDC,2019,16.098,22.6421,87.477,42.1286,28940,"1 North Brentwood Boulevard, 15th Floor",63105,Saint Louis,0,0,1,0,0,0,0,3670,BELDEN INC,913142,USA,1377.754,3406.759,407.48,231.333,0.0,722.544,2440.94,408.601,0.0,2.569,334.634,959.847,1292.822,18.437,26.981,234.343,-9.37,-377.015,-395.452,2131.278,55.814,45.458,1509.208,55.0,332.07,3779.32,457.71,316.42,1387.15,1497.19,39.4
FNKO,2019,0.0,12.5756,83.022,31.9284,32528,2802 Wetmore Avenue,98201,Everett,0,0,1,0,0,0,0,3942,FUNKO INC,1704711,USA,259.197,796.467,25.229,62.124,0.0,157.569,491.323,128.613,0.001,2.354,151.564,225.411,495.422,0.0,23.924,67.867,0.38,11.725,11.725,795.122,14.342,34.918,289.437,17.16,149.21,663.02,145.58,86.62,156.64,428.06,24.96
PUMP,2020,0.332,8.3736,84.979,31.2946,30145,1706 South Midkiff Road,79701,Midland,1,0,0,0,0,0,0,1389,PROPETRO HOLDING CORP,1680247,USA,167.726,1050.739,68.772,2.729,0.0,104.163,179.968,881.186,0.0,1.497,84.244,870.771,584.279,0.0,0.0,-22.067,-1.06,-107.02,-107.02,789.232,2.383,100.913,0.799,7.39,82.75,1436.11,211.13,2.44,969.31,1470.36,100.62
CTS,2020,22.018,13.8755,84.979,40.3481,2577,4925 Indiana Avenue,60532,Lisle,0,0,1,0,0,0,0,3670,CTS CORP,26058,USA,233.231,626.049,91.773,45.87,0.0,104.932,202.367,120.718,0.0,0.764,80.981,423.682,258.333,0.0,5.171,47.975,1.07,34.686,34.686,424.066,3.272,32.277,81.057,34.33,80.22,643.35,77.81,42.24,405.22,286.81,32.47
PFE,2020,54.062,27.6904,93.739,58.5454,8530,235 East 42nd Street,10017,New York,0,0,1,0,0,0,0,2834,PFIZER INC,78003,USA,35067.0,154229.0,1784.0,8046,10438.0,25920.0,90756.0,15293.0,0.0,508.0,7930.0,63238.0,7239.0,0.0,8571.0,9287.0,1.73,9616.0,9616.0,41908.0,1545.0,5567.0,40570,36.81,7422.0,167489,8198,8283,63143,8729,5534
CRL,2019,37.844,35.9734,87.477,53.8075,137131,251 Ballardvale Street,1887,Wilmington,0,0,0,0,0,0,1,8731,CHARLES RIVER LABS INTL INC,1100682,USA,1021.325,4692.79,238.014,160.66,1.372,710.181,3026.315,1184.213,0.0,3.664,514.033,1634.584,1547.643,0.0,0.0,404.429,5.17,252.019,252.019,2621.226,60.882,48.936,2024.82,152.76,510.37,3855.88,469.15,127.89,1317.33,1333.27,48.21
OSK,2019,60.737,37.8779,93.739,64.1585,11721,1917 Four Wheel Drive,54902,Oshkosh,0,0,1,0,0,0,0,3711,OSHKOSH CORP,775158,USA,3408.3,5566.3,448.4,1249.2,1.4,1741.9,2966.5,573.6,0.0,10.9,1631.8,2599.8,6784.6,0.0,75.5,800.3,8.3,579.4,579.4,8382.0,54.4,67.987,819,75.8,1620.9,5294.2,1513.4,1227.7,2513.5,6270,72.37
BA,2020,23.316,20.6167,87.477,43.8588,2285,100 North Riverside Plaza,60606-1596,Chicago,0,0,1,0,0,0,0,3721,BOEING CO,12927,USA,121642.0,152136.0,7752.0,81715,17838.0,87280.0,170211.0,13072.0,0.0,573.0,10051.0,-18316.0,58935.0,0.0,0.0,-9422.0,-20.88,-11873.0,-11873.0,58656.0,2280.0,582.32,64935,214.06,9478.0,133625,12471,76622,-8617,69840,562.91
WDFC,2020,15.947,20.7678,93.046,43.3156,11234,9715 Businesspark Avenue,92131,San Diego,0,0,1,0,0,0,0,2890,WD-40 CO,105132,USA,185.154,362.637,56.462,41.264,0.0,60.116,202.324,68.927,0.0,0.362,80.672,160.313,179.991,0.0,36.039,77.22,4.41,60.71,60.416,408.498,2.439,13.665,122.258,204.38,80.31,302.66,72.56,40.68,145.48,186.12,13.72
WHD,2020,14.709,20.0726,84.979,39.9759,32938,"920 Memorial City Way, Suite 300",77024,Houston,0,0,1,0,0,0,0,3533,CACTUS INC,1699136,USA,425.142,815.594,288.659,87.48,0.0,48.915,264.824,164.819,0.0,0.598,44.068,352.97,197.304,0.0,17.35,71.903,0.73,34.446,34.446,348.566,1.127,47.713,28.132,26.07,43.47,834.96,87.03,113.37,327.47,355.44,47.16
SYK,2020,14.376,11.8803,84.979,37.1391,10115,2825 Airview Boulevard,49002,Kalamazoo,0,0,1,0,0,0,0,3842,STRYKER CORP,310764,USA,9707.0,34330.0,2943.0,3494,81.0,5041.0,21246.0,3175.0,0.0,131.0,2701.0,13084.0,4851.0,0.0,885.0,3027.0,4.26,1599.0,1599.0,14351.0,315.0,376.1,14425,245.04,2570.0,30167,2805,3282,12807,4763,374.5
NOVA,2019,0.0,12.5756,83.594,32.1195,35395,"20 East Greenway Plaza, Suite 475",77046,Houston,0,0,0,1,0,0,0,4991,SUNNOVA ENRGY INTL INC,1772695,USA,274.32,2487.067,83.485,43.749,10.474,195.002,1668.827,1754.733,0.0,2.051,33.065,645.935,10.939,0.0,0.0,-17.313,-1.86,-144.351,-144.351,131.556,112.122,83.981,1453.833,11.16,31.01,1665.09,18.28,9.19,501.12,9.95,20.15
KLAC,2019,16.46,17.8658,87.477,40.6599,6304,One Technology Drive,95035,Milpitas,0,0,1,0,0,0,0,3827,KLA CORP,319201,USA,4315.075,9008.516,1015.994,1262.5,723.391,1768.486,6330.823,448.799,0.0,12.001,1084.128,2659.108,1744.39,0.0,470.009,1429.573,7.53,1175.617,1175.617,4568.904,124.604,159.475,3423.382,118.2,1072.13,5619.36,640.04,931.85,1620.51,1389.06,156.05
NWL,2019,18.182,21.4329,87.477,42.4203,7875,6655 Peachtree Dunwoody Road,30328,Atlanta,0,0,1,0,0,0,0,3990,NEWELL BRANDS INC,814453,USA,4109.9,15642.0,348.6,1606.7,22.3,2978.0,10646.0,1770.1,0.0,28.7,1841.5,4963.3,6013.8,0.0,392.6,844.4,0.25,106.6,106.6,9714.9,303.3,423.5,6372.5,19.22,1812.8,17716.4,1829,1583.1,5243,5272.2,422.8
RMD,2019,51.012,41.9891,84.979,59.3602,31887,9001 Spectrum Center Boulevard,92123,San Diego,0,0,1,0,0,0,0,3845,RESMED INC,943819,USA,1145.366,4107.682,147.128,349.641,0.0,555.991,2035.489,387.46,0.0,25.171,538.318,2072.193,994.13,0.0,211.712,635.7,2.83,404.592,404.592,2606.572,36.156,143.655,1270.853,122.03,513.15,3063.92,464.42,268.7,2058.98,904.46,142.68
LRCX,2019,45.394,40.9613,87.477,57.9821,6565,4650 Cushing Parkway,94538,Fremont,0,0,1,0,0,0,0,3559,LAM RESEARCH CORP,707549,USA,8560.409,12001.333,3658.219,1540.14,1772.984,2371.65,7278.029,1059.077,49.439,5.021,1455.522,4723.304,5032.13,0.0,662.844,2483.25,14.37,2191.43,2191.43,9653.559,117.263,144.433,4489.899,187.84,1450.5,12479.48,2171.59,1876.16,6580.04,5652.2,156.89
SIX,2020,6.916,16.838,84.979,36.3042,10567,"1000 Ballpark Way, Suite 400",76011,Arlington,0,0,0,0,0,0,1,7996,SIX FLAGS ENTERTAINMENT CORP,701374,USA,306.74,2772.691,157.76,60.791,0.0,452.405,3407.862,1447.998,0.0,3.1,36.61,-1158.547,391.845,0.0,21.165,-302.738,-4.99,-423.38,-423.38,356.575,155.411,85.076,2824.127,34.1,33.51,2882.54,100.38,55.85,-716.12,738.1,84.63
HP,2019,13.017,14.8126,91.24,39.7546,5581,"1437 South Boulder Avenue, Suite 1400",74119,Tulsa,1,0,0,0,0,0,0,1381,HELMERICH & PAYNE,46765,USA,1115.086,5839.515,347.943,149.653,84.251,410.238,1827.292,4502.084,0.0,9.927,497.753,4012.223,2014.913,0.0,313.088,-12.269,-0.34,-33.656,-36.758,2787.33,23.488,108.438,479.356,40.07,487.83,6214.87,558.99,158.13,4382.74,1670.1,108.99
THC,2020,0.332,24.5466,79.831,34.9562,7750,14201 Dallas Parkway,75254,Dallas,0,0,0,0,0,0,1,8062,TENET HEALTHCARE CORP,70318,USA,7147.0,27106.0,2446.0,368,0.0,4847.0,24217.0,7754.0,0.0,0.0,3352.0,28.0,15525.0,0.0,0.0,1258.0,3.8,399.0,399.0,17640.0,1008.0,106.07,16906,39.93,3352.0,23351,3274,310,-371,15950,104.2
VREX,2019,59.106,45.4353,91.24,65.2952,29004,1678 S. Pioneer Road,84104,Salt Lake City,0,0,1,0,0,0,0,3844,VAREX IMAGING CORP,1681622,USA,438.4,1038.9,29.9,248.2,0.0,175.1,580.2,142.3,0.0,1.0,141.0,444.9,487.6,0.0,0.0,70.7,0.41,15.5,15.5,780.6,21.1,38.371,395.1,28.54,140.0,987.9,153.4,235.1,426.2,477.3,38.03
ROP,2020,16.128,15.4172,87.477,39.7344,24925,"6901 Professional Parkway, Suite 200",34240,Sarasota,0,0,0,0,0,0,1,7370,ROPER TECHNOLOGIES INC,882835,USA,1752.3,24024.8,308.3,198.4,0.0,2444.4,13545.0,405.6,0.0,25.3,1126.6,10479.8,1468.0,0.0,219.8,1444.7,9.08,949.7,949.7,5527.1,211.7,104.9,9850.8,431.09,1101.3,18108.9,976.7,198.6,9491.9,1525.8,104.1
VECO,2020,43.975,23.8513,87.477,51.8157,11124,1 Terminal Drive,11803,Plainview,0,0,1,0,0,0,0,3559,VEECO INSTRUMENTS INC,103145,USA,586.931,898.064,129.625,145.906,190.429,146.681,489.69,75.546,0.0,0.736,101.237,408.374,244.19,0.0,0.0,24.222,-0.17,-8.391,-8.391,454.163,24.739,49.724,331.568,17.36,100.5,818.09,70.42,133.07,374.51,242.59,48.99
CDW,2020,4.379,19.0447,84.979,36.1935,28320,200 North Milwaukee Avenue,60061,Vernon Hills,0,0,0,0,1,0,0,5045,CDW CORP,1402057,USA,5953.5,9344.7,1410.2,760,0.0,3898.3,8047.6,306.3,0.0,29.6,3592.1,1297.1,14832.4,0.0,219.6,1187.7,5.53,788.5,788.5,18467.5,154.9,141.9,4121.8,131.79,3562.5,7999.4,3389.4,611.2,960.3,14732.5,143
ECL,2019,72.909,38.1802,93.739,68.313,4213,1 Ecolab Place,55102-2233,Saint Paul,0,0,1,0,0,0,0,2842,ECOLAB INC,31462,USA,4828.4,20869.1,186.4,1505.6,0.0,3630.6,12143.3,4532.4,0.0,62.0,2930.2,8685.3,7711.6,0.0,533.1,2263.9,5.41,1558.9,1558.9,14906.3,215.1,288.41,6852.8,192.99,2868.2,20074.5,2746.1,1546.4,8003.2,7678.3,287.71
BRKR,2019,14.376,13.8755,84.407,37.6119,138483,40 Manning Road,1821,Billerica,0,0,1,0,0,0,0,3826,BRUKER CORP,1109354,USA,1796.3,2771.5,678.3,577.2,6.6,645.6,1833.3,371.7,0.0,3.4,406.1,906.8,984.2,0.0,25.0,324.9,1.27,197.2,197.2,2072.6,16.0,154.156,880.9,50.97,402.7,2128.6,379.3,509.6,896.6,924.2,156.61
FUL,2020,44.065,25.6651,87.477,52.4495,4926,"1200 Willow Lake Boulevard, PO Box 64683",55110-5101,Saint Paul,0,0,1,0,0,0,0,2891,FULLER (H. B.) CO,39368,USA,1019.776,4036.704,100.534,323.213,0.0,530.132,2654.842,699.189,0.0,0.0,533.582,1381.321,1890.87,0.0,33.724,246.69,2.38,123.719,123.719,2790.269,87.341,51.907,1785.189,52.33,533.58,3985.73,519.44,337.27,1222.35,1942.18,51.24
DCI,2019,16.46,19.468,87.477,41.193,4036,1400 West 94th Street,55431,Bloomington,0,0,1,0,0,0,0,3714,DONALDSON CO INC,29644,USA,1122.6,2142.6,177.8,332.8,0.0,482.9,1239.9,588.9,0.0,0.0,541.9,887.3,1823.1,0.0,102.0,394.7,2.08,267.2,267.2,2851.4,19.9,127.318,634.6,49.95,541.9,1976.6,534.6,334.1,853,1722,128.77
IPAR,2019,0.0,9.1596,75.196,28.1762,14309,"551 Fifth Avenue, Suite 1500",10176,New York,0,0,1,0,0,0,0,2844,INTER PARFUMS INC,822663,USA,573.296,828.832,192.417,167.809,60.714,184.465,219.834,39.466,0.0,2.452,135.233,468.004,258.849,0.0,36.349,104.727,1.92,60.249,60.249,713.514,2.146,31.513,53.051,72.71,132.78,799.17,136.74,160.98,447.61,236.98,31.38
DDD,2020,19.118,20.1028,84.979,41.4546,14898,333 Three D Systems Circle,29730,Rock Hill,0,0,1,0,0,0,0,3559,3D SYSTEMS CORP,910638,USA,357.515,733.055,75.01,116.667,0.0,175.73,302.332,123.976,0.0,4.392,114.254,430.723,289.658,0.0,0.0,-50.611,-1.27,-149.594,-149.594,557.24,4.391,124.132,79.272,10.48,109.86,807.31,100.65,111.11,522.16,300.76,117.6
IOSP,2019,39.354,24.0326,97.502,53.6868,110566,"8310 South Valley Highway, Suite 350",80112,Englewood,0,0,1,0,0,0,0,2810,INNOSPEC INC,1054905,USA,630.3,1468.8,75.7,244.6,0.0,303.5,549.9,231.1,0.0,0.0,292.0,918.5,1000.5,0.0,25.0,149.9,4.58,112.2,112.2,1513.3,4.8,24.508,92.6,103.44,292.0,1473.4,279.7,248,825,1015.9,24.43
ROK,2020,28.571,21.4329,76.701,42.2794,9203,1201 South Second Street,53204,Milwaukee,0,0,1,0,0,0,0,3620,ROCKWELL AUTOMATION,1024478,USA,2685.8,7264.7,704.6,584,0.6,1810.8,5917.9,917.3,0.0,15.2,1249.1,1027.8,3561.9,0.0,472.8,1115.4,8.83,1023.4,1022.4,6329.8,103.5,116.2,2339.1,220.68,1233.9,6113,1161.3,575.7,404.2,3642.5,115.7
MTDR,2020,6.312,21.2213,87.477,38.3965,187812,"One Lincoln Centre, Suite 1500, 5400 LBJ Freeway",75240,Dallas,1,0,0,0,0,0,0,1311,MATADOR RESOURCES CO,1520006,USA,261.629,3687.28,57.916,10.584,33.467,290.936,2174.255,3419.297,0.0,0.0,137.133,1286.53,957.268,0.0,0.0,-521.499,-5.11,-593.205,-593.205,862.126,81.692,116.845,1873.189,12.06,137.13,4069.68,189.41,10.74,1833.65,315.77,116.64
TKR,2020,52.16,27.237,87.477,55.6684,10581,4500 Mount Pleasant Street NW,44720-5450,North Canton,0,0,1,0,0,0,0,3562,TIMKEN CO,98362,USA,2000.3,5041.6,320.3,841.3,38.4,848.0,2816.4,1153.8,0.0,16.5,692.0,2152.9,2331.3,0.0,87.0,481.0,3.78,284.5,284.5,3513.2,69.1,75.676,1547.5,77.36,675.5,4859.9,656.2,842,1868.2,2476.9,75.54
CPSI,2019,0.332,12.5756,87.477,33.5278,147849,"Emanuel Street, 54 Street",36602,Mobile,0,0,0,0,0,0,1,7373,COMPUTER PROGRAMS & SYSTEMS,1169445,USA,66.832,339.589,7.357,1.426,0.0,41.93,155.242,19.393,0.0,0.0,50.851,184.347,129.082,0.0,5.729,27.726,1.43,20.468,19.704,274.634,6.694,14.356,115.663,26.4,50.85,327.75,53.41,1.5,159.78,128.89,14.08
FANG,2020,27.333,34.0387,91.24,50.9204,170750,"500 West Texas Avenue, Suite 1200",79701,Midland,1,0,0,0,0,0,0,1311,DIAMONDBACK ENERGY INC,1539838,USA,602.0,17619.0,104.0,33,4.0,1236.0,7815.0,16214.0,0.0,0.0,437.0,8794.0,6890.0,0.0,236.0,-5476.0,-28.59,-4517.0,-4517.0,2813.0,256.0,158.088,5815,48.4,437.0,23531,632,37,13249,1711,159
CTRA,2020,1.993,16.052,87.477,35.2379,20548,"Three Memorial City Plaza, Suite 1400, 840 Gessner Road",77024,Houston,1,0,0,0,0,0,0,1311,COTERRA ENERGY INC,858470,USA,415.715,4523.532,140.113,15.27,11.578,390.226,2307.825,4078.347,0.0,1.039,220.895,2215.707,658.885,0.0,159.39,296.026,0.5,200.529,200.529,1466.624,54.124,398.872,1167.543,16.28,219.86,4487.25,337.63,13.93,2151.49,668.69,397.93
DHR,2019,15.192,12.4547,84.979,37.6019,3735,"2200 Pennsylvania Avenue, NW, Suite 800W",20037-1701,Washington,0,0,1,0,0,0,0,3826,DANAHER CORP,313616,USA,25596.6,62081.6,19912.3,1628.3,0.0,4932.1,31799.7,3065.7,1599.6,103.7,3464.4,30270.6,6737.9,68.4,552.8,3362.4,4.11,3008.2,2939.8,17911.1,108.6,695.5,22526,153.48,3360.7,47832.5,3451.2,1910.1,28214.4,7461.4,701.5
HA,2020,10.39,21.4027,87.477,39.8149,60902,"3375 Koapaka Street, Suite G-350",96819,Honolulu,0,0,0,1,0,0,0,4512,HAWAIIAN HOLDINGS INC,1172222,USA,1118.478,3978.03,509.639,35.442,354.782,1004.548,3377.873,2712.389,0.0,2.096,162.529,600.157,1246.256,0.0,5.514,-704.148,-11.08,-510.935,-510.935,844.813,40.439,48.145,1877.562,17.7,160.43,4126.62,160.92,37.63,1081.8,2060.37,46.12
ITW,2019,43.189,26.3906,93.739,54.4915,5878,155 Harlem Avenue,60025-4075,Glenview,0,0,1,0,0,0,0,3560,ILLINOIS TOOL WORKS,49826,USA,6253.0,15068.0,1981.0,1164,0.0,2154.0,12038.0,1935.0,0.0,20.0,2611.0,3026.0,7920.0,0.0,1335.0,3402.0,7.78,2521.0,2521.0,14109.0,221.0,319.8,7937,179.63,2591.0,14870,2778,1318,3254,8332,328.1
JBT,2020,32.921,15.4172,87.477,45.3274,180466,"70 West Madison Street, Suite 4400",60602,Chicago,0,0,1,0,0,0,0,3550,JOHN BEAN TECHNOLOGIES,1433660,USA,616.1,1805.9,47.5,197.3,3.8,457.5,1168.8,295.0,0.0,5.279,304.4,637.1,1120.4,0.0,12.8,188.8,3.4,108.8,108.8,1727.8,13.9,31.729,551.2,113.87,299.12,1914.9,358.98,245,569.5,1282,31.67
ZBH,2020,24.826,16.3241,87.477,42.9333,144559,345 East Main Street,46580,Warsaw,0,0,1,0,0,0,0,3842,ZIMMER BIOMET HOLDINGS INC,1136869,USA,5083.3,24417.7,802.1,2450.7,0.0,2556.9,12218.3,2322.2,0.0,75.8,1452.7,12194.2,1640.1,0.0,198.9,851.7,-0.67,-138.9,-138.9,7024.5,212.0,207.6,8419.3,154.09,1376.9,24638.7,1298.9,2385,12388.1,1771.7,206
TNC,2019,40.652,33.3434,93.739,55.9602,10441,10400 Clean Street,55344-2650,Eden Prairie,0,0,1,0,0,0,0,3580,TENNANT CO,97134,USA,481.0,1062.9,74.1,150.1,0.5,274.9,701.6,219.9,0.0,3.6,223.3,359.9,617.0,0.0,16.0,84.3,2.53,45.8,45.8,1137.6,21.1,18.336,385.8,77.92,219.7,992.54,213.65,135.13,314.42,624.06,18.13
CARR,2020,44.609,30.8646,87.477,54.3607,36191,13995 Pasteur Boulevard,33418,Palm Beach Gardens,0,0,1,0,0,0,0,3585,CARRIER GLOBAL CORP,1783180,USA,8524.0,25093.0,3115.0,1629,4.0,5110.0,18515.0,2598.0,0.0,89.0,3437.0,6252.0,11991.0,0.0,243.0,2060.0,2.29,1982.0,1982.0,17456.0,293.0,867.829,11030,37.72,3348.0,22406,3303,1332,14102,12818,.
TDY,2019,0.423,13.3918,87.477,33.8296,126721,1049 Camino Dos Rios,91360-2362,Thousand Oaks,0,0,1,0,0,0,0,3812,TELEDYNE TECHNOLOGIES INC,1094285,USA,1313.7,4579.8,199.5,393.4,0.0,763.2,1865.1,615.0,0.0,10.2,660.9,2714.7,1808.4,0.0,0.0,494.0,11.08,402.3,402.3,3163.6,22.0,36.548,989.5,346.54,650.7,3809.3,555.1,364.3,2229.7,1673.1,36.09
SGRY,2020,0.0,16.3543,73.63,30.0473,25898,"310 Seven Springs Way, Suite 500",37027,Brentwood,0,0,0,0,0,0,1,8090,SURGERY PARTNERS INC,1638833,USA,801.5,5413.2,317.9,56.4,0.0,556.8,3789.8,854.7,434.5,0.0,382.2,550.1,1480.3,39.5,39.5,187.9,-3.19,-116.1,-155.6,1860.1,201.8,50.462,3196.9,29.01,382.2,5018.9,326.9,46.3,691.8,1407.6,49.3
PAR,2020,0.0,12.5756,84.287,32.3509,8334,"PAR Technology Park, 8383 Seneca Turnpike",13413-4991,New Hartford,0,0,1,0,0,0,0,3578,PAR TECHNOLOGY CORP,708821,USA,248.929,343.749,180.686,21.638,0.0,39.959,155.344,16.425,0.0,1.416,42.98,188.405,164.961,0.0,0.0,-21.96,-1.92,-36.562,-36.562,213.786,8.287,21.917,109.172,62.79,41.56,189.61,39.97,19.33,72.85,142.75,16.63
VZ,2020,31.562,41.838,93.739,55.759,2136,1095 Avenue of the Americas,10036,New York,0,0,0,1,0,0,0,4812,VERIZON COMMUNICATIONS INC,732712,USA,54594.0,316481.0,22171.0,1796,1195.0,39660.0,247209.0,117364.0,0.0,1252.0,24650.0,67842.0,51201.0,0.0,10284.0,28924.0,4.3,17801.0,17801.0,128292.0,4829.0,4138.13,150227,58.75,23398.0,291727,25544,1422,61395,54726,4135.83
QDEL,2020,18.303,26.5417,84.979,43.3256,7526,9975 Summers Ridge Road,92121,San Diego,0,0,1,0,0,0,0,2835,QUIDELORTHO CORP,1906324,USA,1142.402,1871.164,489.941,113.798,0.0,336.961,538.461,211.025,0.0,0.0,529.171,1332.703,264.713,0.0,0.0,1065.425,19.24,810.287,810.287,1661.668,9.623,42.29,112.843,179.65,529.17,910.87,104.91,58.09,559.82,167.19,41.87
CR,2020,30.293,20.4051,87.477,46.1121,3580,100 First Stamford Place,6902,Stamford,0,0,1,0,0,0,0,3490,CRANE HOLDINGS CO,1912291,USA,1573.7,4588.9,551.0,438.2,30.0,1056.6,3057.8,704.6,0.0,10.9,513.8,1528.9,1805.1,0.0,100.4,308.1,3.1,181.0,181.0,2936.9,55.3,58.128,952.8,77.66,502.9,4423.7,617.8,457.3,1473.7,1992.5,59
CNMD,2019,15.282,13.9359,84.979,38.1249,13623,11311 Concept Boulevard,33773-4908,Largo,0,0,1,0,0,0,0,3845,CONMED CORP,816956,USA,397.363,1775.095,25.856,164.616,0.0,188.087,1064.628,141.982,0.0,2.786,189.097,710.467,407.501,0.0,22.627,96.373,1.01,28.62,28.62,955.097,42.701,28.422,793.171,111.83,186.31,1369.14,178.89,154.6,662.27,371.99,28.13
LCUT,2020,0.332,12.8174,84.979,32.7734,24099,1000 Stewart Avenue,11530,Garden City,0,0,1,0,0,0,0,3420,LIFETIME BRANDS INC,874396,USA,421.293,807.481,35.963,203.164,0.0,180.07,577.345,119.663,0.0,4.624,170.092,230.136,470.818,0.0,3.742,46.374,-0.14,-3.007,-3.007,769.169,19.421,21.755,397.974,15.2,165.47,770.02,128.95,173.43,236.32,446.1,21.26
DAN,2020,61.764,20.3446,86.785,56.3424,3734,3939 Technology Drive,43537,Maumee,0,0,1,0,0,0,0,3714,DANA INC,26780,USA,3288.0,7376.0,559.0,1149,26.0,1941.0,5362.0,2441.0,0.0,7.0,1432.0,1758.0,6133.0,0.0,15.0,187.0,-0.21,-31.0,-31.0,7106.0,138.0,144.516,2625,19.52,1425.0,7220,1296,1193,1873,7149,143.94
AORT,2019,0.0,12.5756,84.979,32.5822,27823,1655 Roberts Boulevard N.W.,30144,Kennesaw,0,0,1,0,0,0,0,3842,ARTIVION INC,784199,USA,187.39,605.654,33.766,53.071,0.528,45.195,319.958,54.144,0.0,0.966,55.861,285.696,85.742,0.0,0.0,20.13,0.05,1.72,1.708,276.222,14.886,37.534,245.152,27.09,54.9,571.09,50.9,45.48,275.07,79.75,36.98
CRL,2020,37.844,38.5429,87.477,54.6625,137131,251 Ballardvale Street,1887,Wilmington,0,0,0,0,0,0,1,8731,CHARLES RIVER LABS INTL INC,1100682,USA,1201.131,5490.831,228.424,185.695,4.098,839.751,3347.163,1302.578,0.0,6.702,617.74,2114.602,1721.972,0.0,0.0,452.306,7.35,364.304,364.304,2923.933,86.433,49.767,2160.054,249.86,611.04,4692.79,510.37,160.66,1634.58,1547.64,48.94
