Ticker,YEAR,Environmental ,Social,Governance,ESG_score,GVKEY,Address Line 1,Postal Code,City,Mining,Construction,Manufactuing,Transportation Public Utilities,Wholesale Trade,Retail Trade,Services,SIC code,Company Name,CIK Number,Country Code,Current Assets,Assets,Cash,Inventory,Current Marketable Securities,Current Liabilities,Liabilities,"Property, Plant and Equipment",Preferred/Preference Stock,Allowance for Doubtful Receivables ,Total Receivables ,Stockholders Equity,Cost of Goods Sold,Dividends - Preferred/Preference,Dividends ,Earnings Before Interest and Taxes,Earnings Per Share (Basic),Net Income (Loss),Net Income Adjusted for common stocks,Sales/Turnover (Net),Interest and Related Expense,Common Shares Outstanding,Total Debt Including Current,Price Close - Annual -,Net receivables,Total assets last year ,Net receivables last year,Inventory last year,Stockholder equity last year,Cost of Goods Sold last year,Common shares outstanding last year
NOC,2019,50.257,42.503,93.739,62.207,7985,2980 Fairview Park Drive,22042,Falls Church,0,0,1,0,0,0,0,3812,NORTHROP GRUMMAN CORP,1133421,USA,10685.0,41089.0,2245.0,783,0.0,9434.0,32270.0,8423.0,0.0,78.0,6660.0,8819.0,25564.0,0.0,880.0,3969.0,13.28,2248.0,2248.0,33841.0,528.0,167.848,15448,343.97,6582.0,37653,6401,654,8187,22475,170.61
HP,2020,13.017,14.8126,91.24,39.7546,5581,"1437 South Boulder Avenue, Suite 1400",74119,Tulsa,1,0,0,0,0,0,0,1381,HELMERICH & PAYNE,46765,USA,963.327,4829.621,487.884,104.18,134.912,219.136,1511.107,3690.924,0.0,1.82,194.99,3318.514,1715.466,0.0,209.798,-612.582,-4.6,-494.497,-497.144,1773.927,24.474,107.488,525.977,14.65,193.17,5839.52,487.83,149.65,4012.22,2014.91,108.44
VZ,2019,24.736,41.838,93.739,53.4856,2136,1095 Avenue of the Americas,10036,New York,0,0,0,1,0,0,0,4812,VERIZON COMMUNICATIONS INC,732712,USA,37473.0,291727.0,2594.0,1422,1221.0,44868.0,228892.0,114609.0,0.0,733.0,26277.0,61395.0,54726.0,0.0,10070.0,30303.0,4.66,19265.0,19265.0,131868.0,5386.0,4135.828,133143,61.4,25544.0,264829,25094,1336,53145,55205,4132.03
KRO,2020,16.279,11.4571,74.895,34.2621,157354,"5430 LBJ Freeway, Suite 1700",75240-2620,Dallas,0,0,1,0,0,0,0,2810,KRONOS WORLDWIDE INC,1257640,USA,1218.3,2036.7,355.3,519,2.0,260.2,1240.2,550.7,0.0,1.9,323.0,796.5,1229.5,0.0,83.2,118.8,0.55,63.9,63.9,1638.8,19.5,115.543,512.9,14.91,321.1,1965.8,308.3,503,816.1,1296.8,115.65
DIOD,2019,14.376,12.0012,86.906,37.8232,3969,"4949 Hedgcoxe Road, Suite 200",75024,Plano,0,0,1,0,0,0,0,3674,DIODES INC,29002,USA,809.959,1639.384,258.39,236.472,5.942,285.322,486.601,527.001,0.0,4.866,260.322,1106.424,690.802,0.0,0.0,180.169,3.02,153.25,153.25,1249.13,7.893,51.207,138.646,56.37,255.46,1526.37,224.3,215.44,931.46,692.82,50.22
MWA,2020,10.843,11.8198,84.979,35.9421,166482,"1200 Abernathy Road N.E., Suite 1200",30328,Atlanta,0,0,1,0,0,0,0,3490,MUELLER WATER PRODUCTS INC,1350593,USA,581.2,1395.0,208.9,162.5,0.0,155.0,754.3,279.4,0.0,4.8,194.8,640.7,578.1,0.0,33.1,129.8,0.46,72.0,72.0,964.1,26.9,158.065,474.9,10.39,190.0,1337.3,180.3,191.4,590.1,587.3,157.46
LEA,2020,45.424,38.2709,93.739,59.1892,16477,21557 Telegraph Road,48033,Southfield,0,0,1,0,0,0,0,2531,LEAR CORP,842162,USA,6776.7,13198.6,1306.7,1401.1,14.4,5076.7,8583.7,3276.5,0.0,35.3,3481.2,4467.3,15340.3,0.0,62.1,592.8,2.63,158.5,158.5,17045.5,99.6,60.051,2869.7,159.03,3445.9,12680.7,3103.8,1258.2,4349.7,17451.4,60.44
AZTA,2019,26.971,19.3773,93.046,46.5245,31477,15 Elizabeth Drive,1824,Chelmsford,0,0,0,0,0,0,1,8731,AZENTA INC,933974,USA,647.145,1515.999,301.642,99.445,37.653,272.27,377.045,100.669,0.0,3.644,179.602,1138.954,434.406,0.0,28.895,55.08,6.08,437.416,437.416,780.848,22.25,72.298,53.804,37.03,175.96,1095.26,124.08,96.99,717.83,366.2,70.7
XYL,2019,68.952,25.8162,91.24,62.0461,189491,1 International Drive,10573,Rye Brook,0,0,1,0,0,0,0,3561,XYLEM INC,1524472,USA,2450.0,7710.0,724.0,539,0.0,1501.0,4743.0,899.0,0.0,25.0,1036.0,2957.0,2941.0,0.0,174.0,727.0,2.23,401.0,401.0,5249.0,67.0,180.14,2286,78.79,1011.0,7222,1006,595,2768,2915,179.7
ITGR,2020,0.0,13.0895,84.979,32.7532,140073,"5830 Granite Parkway, Suite 1150",75024,Plano,0,0,1,0,0,0,0,3845,INTEGER HOLDINGS CORP,1114483,USA,412.937,2371.857,49.206,149.323,0.0,156.191,1100.802,299.117,0.0,0.155,198.512,1271.055,736.682,0.0,0.0,100.066,2.35,77.258,77.258,1073.442,37.67,32.908,777.55,81.19,198.36,2353.09,214.31,167.26,1152.49,852.15,32.7
SCSC,2020,0.0,11.6687,84.979,32.2805,29910,6 Logue Court,29615,Greenville,0,0,0,0,1,0,0,5045,SCANSOURCE INC,918965,USA,1203.467,1692.094,29.485,454.885,2.6,719.007,1013.848,79.222,0.0,21.906,504.709,678.246,2689.823,0.0,0.0,67.048,-7.59,-192.654,-192.654,3047.734,12.224,25.361,243.964,24.09,482.8,2067.26,690,697.34,914.13,3416.81,25.41
CLH,2019,19.299,24.7279,84.979,43.054,14027,42 Longwater Drive,02061-9149,Norwell,0,0,0,1,0,0,0,4955,CLEAN HARBORS INC,822818,USA,1400.908,4108.904,371.991,214.744,42.421,720.1,2839.091,1750.357,0.0,22.493,701.064,1269.813,2387.819,0.0,0.0,223.956,1.75,97.74,97.74,3412.19,82.897,55.798,1758.968,85.75,678.57,3738.32,635.38,199.48,1169.76,2305.55,55.85
BWA,2019,25.581,42.9565,93.739,54.1394,28742,3850 Hamlin Road,48326,Auburn Hills,0,0,1,0,0,0,0,3714,BORGWARNER INC,908255,USA,3836.0,9702.0,832.0,807,0.0,2329.0,4858.0,3010.0,0.0,6.0,1931.0,4706.0,7628.0,0.0,140.0,1228.0,3.63,746.0,746.0,10168.0,71.0,206.408,2011,43.38,1925.0,10095.3,1992.2,780.8,4225.5,7868.9,208.22
MLR,2019,0.0,12.5756,83.594,32.1195,30558,8503 Hilltop Drive,37363,Ooltewah,0,0,1,0,0,0,0,3713,MILLER INDUSTRIES INC/TN,924822,USA,287.452,391.967,26.072,87.965,0.0,124.282,134.04,92.375,0.0,1.106,168.619,257.927,712.551,0.0,8.208,53.094,3.43,39.111,39.111,818.166,2.378,11.4,7.061,37.13,167.51,368.18,148.03,93.77,227.56,620.63,11.4
BMY,2020,37.119,34.0387,93.739,55.0146,2403,"430 East 29th Street, 14th Floor",10016,New York,0,0,1,0,0,0,0,2834,BRISTOL-MYERS SQUIBB CO,14272,USA,30192.0,118481.0,14546.0,2074,1993.0,19080.0,80599.0,6745.0,0.0,18.0,8755.0,37822.0,7679.0,0.0,4178.0,6174.0,-3.99,-9015.0,-9015.0,42518.0,1420.0,2244.0,51333,62.03,8737.0,129944,7664,4293,51598,6670,2251
ITRI,2020,48.656,12.8476,76.58,46.0718,29133,2111 North Molter Road,99019,Liberty Lake,0,0,1,0,0,0,0,3824,ITRON INC,780571,USA,930.262,2607.023,206.933,182.377,0.0,549.899,1766.75,284.092,0.0,1.312,369.828,816.548,1518.604,0.0,0.0,87.428,-1.44,-57.955,-57.955,2173.35,44.62,40.444,1004.002,95.9,368.52,2707.84,469.86,227.9,776.54,1700.04,39.94
ROG,2020,35.246,20.7074,87.477,47.8624,9216,2225 West Chandler Boulevard,85224-6155,Chandler,0,0,1,0,0,0,0,3672,ROGERS CORP,84748,USA,474.175,1264.005,191.785,102.36,0.0,111.509,243.25,276.594,0.0,1.682,163.982,1020.755,434.438,0.0,0.0,84.917,2.68,49.99,49.99,802.583,8.074,18.677,34.571,155.29,162.3,1273.18,147.34,132.86,933.9,534.81,18.58
EXTR,2019,0.423,11.7291,84.979,32.4414,119574,"2121 RDU Center Drive, Suite 300",27560,Morrisville,0,0,1,0,0,0,0,3576,EXTREME NETWORKS INC,1078271,USA,441.989,756.874,169.607,63.589,0.0,356.029,640.887,73.554,0.0,1.054,174.414,115.987,396.275,0.0,0.0,-3.152,-0.22,-25.853,-25.853,995.789,12.597,119.172,178.75,6.47,173.36,770.25,210.95,63.87,112.73,391.79,116.12
TRMB,2020,20.356,16.717,93.739,43.6676,22815,10368 Westmoor Drive,80021,Westminster,0,0,1,0,0,0,0,3829,TRIMBLE INC,864749,USA,1281.4,6876.9,237.7,301.7,0.0,1311.3,3278.3,380.7,0.0,7.0,620.5,3596.9,1257.9,0.0,0.0,472.6,1.56,389.9,389.9,3147.7,77.6,250.8,1434.4,66.77,613.5,6640.7,602.3,312.1,3119,1348.8,249.9
BOOM,2020,23.135,27.4486,84.979,45.2369,4497,"11800 Ridge Parkway, Suite 300",80021,Broomfield,0,0,1,0,0,0,0,3533,DMC GLOBAL INC,34067,USA,143.31,279.645,28.187,52.573,25.736,47.108,82.731,120.144,0.0,2.605,31.366,196.914,162.676,0.0,1.883,2.391,-0.1,-1.412,-1.412,229.161,0.731,15.389,23.071,43.25,28.76,277.42,59.89,53.73,172.14,243.68,14.65
CRK,2019,15.615,22.2189,84.979,40.9919,34010,"Comstock Tower, Suite 500, 5300 Town and Country Boulevard",75034,Frisco,1,0,0,0,0,0,0,1311,COMSTOCK RESOURCES INC,23194,USA,289.685,4657.122,18.532,4.503,0.0,392.376,3134.517,4012.312,379.583,0.0,189.111,1522.605,187.767,22.415,22.415,274.911,0.52,96.889,74.118,768.689,161.541,190.007,2503.641,8.23,189.11,2187.84,108.46,0.91,569.57,79.04,105.87
RPM,2020,8.849,14.6312,87.477,37.0486,8902,"2628 Pearl Road, PO Box 777",44258,Medina,0,0,1,0,0,0,0,2890,RPM INTERNATIONAL INC,110621,USA,2782.004,6252.969,246.704,938.095,3.9,1331.414,4509.944,1266.009,0.0,55.922,1314.023,1741.064,3554.105,0.0,194.72,744.457,3.89,502.643,498.625,6106.288,85.4,129.573,2695.804,93.53,1258.1,5630.95,1107.36,810.45,1262.45,3238.82,129.51
LEU,2019,14.376,11.8198,86.093,37.4912,112759,"6901 Rockledge Drive, Suite 800",20817,Bethesda,0,0,1,0,0,0,0,2810,CENTRUS ENERGY CORP,1065059,USA,369.6,455.9,130.7,64.5,0.2,336.8,792.8,10.9,4.6,0.0,21.1,-336.9,176.7,7.8,7.8,-22.3,-2.54,-16.5,-24.3,209.7,3.0,9.465,129.7,6.88,21.1,571.7,60.2,129.7,-321.9,210.1,9.44
DOW,2020,53.307,43.5006,93.739,63.555,34443,2211 H.H. Dow Way,48674,Midland,0,0,1,0,0,0,0,2821,DOW INC,1751788,USA,19084.0,61470.0,5104.0,5701,49.0,11108.0,48465.0,22095.0,0.0,51.0,7448.0,12435.0,31159.0,0.0,0.0,2555.0,1.64,1225.0,1216.0,38542.0,891.0,743.19,18888,55.5,7397.0,60524,7551,6214,13541,34367,741.5
SNPS,2019,21.293,11.8198,87.477,40.2575,24975,690 East Middlefield Road,94043,Mountain View,0,0,0,0,0,0,1,7372,SYNOPSYS INC,883241,USA,1738.917,6405.16,728.597,141.518,1.174,1752.453,2316.284,429.532,0.0,9.046,764.452,4083.013,590.055,0.0,0.0,549.117,3.55,532.367,532.367,3360.694,11.659,150.331,137.707,135.75,755.41,6145.97,548.6,122.41,3479.15,575.47,149.27
BECN,2020,14.376,13.9359,87.477,38.6581,160598,"505 Huntmar Park Drive, Suite 300",20170,Herndon,0,0,0,0,1,0,0,5030,BEACON ROOFING SUPPLY INC,1124941,USA,2976.8,6957.5,624.6,944.6,0.0,1631.2,4797.4,687.0,399.2,19.2,1355.7,2160.1,5244.7,24.0,24.0,193.849,-1.52,-80.9,-104.9,6943.9,126.9,69.0,3198.5,31.07,1336.5,6392.81,1357.92,1018.18,2261.55,5368.61,68.57
AMKR,2019,0.0,11.8198,84.979,32.3308,110039,2045 East Innovation Circle,85284,Tempe,0,0,1,0,0,0,0,3674,AMKOR TECHNOLOGY INC,1047127,USA,2001.533,4695.615,894.948,220.602,0.61,1059.803,2705.376,2553.399,0.0,0.0,850.753,1963.739,2881.2,0.0,0.0,233.17,0.5,120.888,120.888,4052.65,71.587,240.805,1396.862,13.0,850.75,4495.45,724.46,230.59,1830.54,3035.6,239.39
MSA,2020,34.068,21.2515,86.785,47.4198,7420,1000 Cranberry Woods Drive,16066-5207,Cranberry Township,0,0,1,0,0,0,0,3842,MSA SAFETY INC,66570,USA,754.278,1872.484,160.672,197.819,75.382,310.545,1062.593,243.071,3.569,5.344,268.079,801.898,718.505,0.041,66.578,203.527,3.09,120.101,119.976,1348.223,9.432,39.068,361.384,149.39,262.74,1739.69,261.5,185.03,725.8,727.75,38.84
XYL,2020,62.187,25.8162,91.24,59.7928,189491,1 International Drive,10573,Rye Brook,0,0,1,0,0,0,0,3561,XYLEM INC,1524472,USA,3523.0,8750.0,1875.0,558,0.0,1956.0,5774.0,929.0,0.0,38.0,923.0,2968.0,2789.0,0.0,188.0,525.0,1.41,254.0,254.0,4876.0,77.0,180.354,3363,101.79,885.0,7710,1011,539,2957,2941,180.14
NUVA,2020,0.0,15.4172,87.477,34.3627,264385,7475 Lusk Boulevard,92121,San Diego,0,0,1,0,0,0,0,3841,NUVASIVE INC,1142596,USA,1562.184,2693.082,856.869,300.623,173.145,836.362,1769.467,388.639,4.697,9.646,207.071,923.615,230.714,0.0,0.0,57.885,-0.72,-37.153,-37.153,1050.582,70.466,51.376,1534.205,56.33,197.43,1885.29,211.53,312.42,915.21,227.86,52.15
DXPE,2020,0.0,10.006,83.022,31.0733,64223,5301 Hollister Street,77040,Houston,0,0,0,0,1,0,0,5080,DXP ENTERPRISES INC,1020710,USA,409.425,868.131,119.328,97.071,0.091,147.139,506.995,112.087,0.016,8.628,188.387,360.338,705.387,0.09,0.09,32.387,-1.65,-29.269,-29.359,1005.266,15.128,19.208,374.34,22.23,179.76,788.22,211.64,129.36,343.8,894.79,17.6
DCI,2020,16.46,19.468,87.477,41.193,4036,1400 West 94th Street,55431,Bloomington,0,0,1,0,0,0,0,3714,DONALDSON CO INC,29644,USA,1096.7,2244.6,236.6,322.7,0.0,406.8,1240.8,705.3,0.0,0.0,467.2,987.1,1630.9,0.0,106.1,346.9,2.03,257.0,257.0,2588.6,17.4,126.339,696.9,48.34,467.2,2142.6,541.9,332.8,887.3,1823.1,127.32
AMGN,2020,47.025,47.7328,91.24,62.036,1602,One Amgen Center Drive,91320-1799,Thousand Oaks,0,0,1,0,0,0,0,2836,AMGEN INC,318154,USA,21144.0,62948.0,6266.0,3893,4381.0,11653.0,53539.0,5297.0,0.0,32.0,5324.0,9409.0,2719.0,0.0,3843.0,9136.0,12.4,7264.0,7264.0,25424.0,1262.0,578.3,33445,229.92,5292.0,59707,4626,3584,9673,2321,591.4
LMT,2019,42.163,46.1608,93.739,60.7283,6774,6801 Rockledge Drive,20817,Bethesda,0,0,1,0,0,0,0,3760,LOCKHEED MARTIN CORP,936468,USA,17095.0,47528.0,1514.0,3619,0.0,13972.0,44357.0,7591.0,0.0,0.0,11431.0,3127.0,50196.0,0.0,2550.0,8427.0,22.09,6230.0,6230.0,59812.0,653.0,280.0,13754,389.38,11431.0,44876,11916,2997,1394,45146,281
GH,2019,0.0,9.7944,83.594,31.194,34102,505 Penobscot Drive,94063,Redwood City,0,0,1,0,0,0,0,2835,GUARDANT HEALTH INC,1576280,USA,597.358,962.535,143.228,15.181,379.574,72.734,114.542,72.808,0.0,0.0,47.986,798.393,59.309,0.0,0.0,-81.949,-0.84,-75.651,-75.651,214.375,1.181,94.261,40.396,78.14,47.99,587.4,35.69,9.14,483.15,36.07,85.83
KLAC,2020,16.46,17.8658,87.477,40.6599,6304,One Technology Drive,95035,Milpitas,0,0,1,0,0,0,0,3827,KLA CORP,319201,USA,4723.545,9279.96,1234.409,1310.985,746.063,1699.786,6598.95,620.614,0.0,11.822,1207.289,2665.424,2200.49,0.0,523.396,1769.366,7.76,1216.785,1216.785,5806.424,160.274,155.461,3569.549,194.48,1195.47,9008.52,1072.13,1262.5,2659.11,1744.39,159.48
NEX,2020,16.46,15.1753,84.407,38.7386,29524,3990 Rogerdale Road,77042,Houston,1,0,0,0,0,0,0,1389,NEXTIER OILFIELD SOLUTNS INC,1688476,USA,486.779,1157.888,275.99,30.068,0.0,220.157,600.6,509.0,0.0,2.7,122.584,557.288,1012.236,0.0,0.0,-247.883,-1.62,-346.883,-346.883,1202.581,20.652,214.44,379.433,3.44,119.88,1664.91,350.07,61.64,886.77,1403.93,212.41
BRKR,2020,14.376,15.4474,82.029,37.3403,138483,40 Manning Road,1821,Billerica,0,0,1,0,0,0,0,3826,BRUKER CORP,1109354,USA,1925.0,3049.0,681.8,692.3,50.0,791.9,2074.7,462.9,0.0,3.0,377.1,961.2,962.6,0.0,24.7,277.8,1.03,157.8,157.8,1987.5,14.4,151.987,912.8,54.13,374.1,2771.5,402.7,577.2,906.8,984.2,154.16
CTRA,2019,1.993,16.052,87.477,35.2379,20548,"Three Memorial City Plaza, Suite 1400, 840 Gessner Road",77024,Houston,1,0,0,0,0,0,0,1311,COTERRA ENERGY INC,858470,USA,568.248,4487.245,200.227,13.932,13.556,328.034,2335.758,3891.622,0.0,1.184,338.818,2151.487,668.688,0.0,145.515,876.716,1.64,681.07,681.07,2066.277,54.952,397.925,1255.826,17.41,337.63,4198.83,470.42,11.08,2088.16,773.22,422.69
PPG,2020,58.502,29.9879,87.477,58.6963,8247,One PPG Place,15272,Pittsburgh,0,0,1,0,0,0,0,2851,PPG INDUSTRIES INC,79879,USA,6798.0,19556.0,1826.0,1735,102.0,4831.0,13741.0,3974.0,0.0,44.0,2726.0,5689.0,7777.0,0.0,496.0,1817.0,4.47,1059.0,1059.0,13841.0,144.0,236.686,6203,144.22,2682.0,17708,2734,1710,5284,8653,235.68
WIRE,2020,14.376,13.3615,84.407,37.4409,25572,1329 Millwood Road,75069,McKinney,0,0,1,0,0,0,0,3357,ENCORE WIRE CORP,850460,USA,555.133,966.454,183.123,92.322,0.0,93.592,128.725,410.768,0.0,2.215,277.037,837.729,1062.954,0.0,1.649,97.527,3.69,76.067,76.067,1276.948,0.239,20.557,0,60.57,274.82,883.15,224.9,89.68,779.1,1091.32,20.91
BALY,2020,0.0,9.5526,84.979,31.5763,27240,100 Westminster Street,2903,Providence,0,0,0,0,0,0,1,7990,BALLYS CORP,1747079,USA,288.955,1929.855,123.445,9.296,3.11,143.194,1603.257,785.141,0.0,3.067,127.19,326.598,138.669,0.0,3.174,18.417,-0.18,-5.487,-5.487,372.792,63.248,30.686,1163.4,50.23,124.12,1021.89,21.89,7.9,211.41,185.17,32.11
ATR,2020,59.287,41.717,97.502,66.2106,28176,"265 Exchange Drive, Suite 100",60014,Crystal Lake,0,0,1,0,0,0,0,3089,APTARGROUP INC,896622,USA,1368.995,3990.053,300.137,379.379,5.076,780.329,2139.268,1268.593,0.0,5.918,582.732,1850.389,1843.521,0.0,92.658,379.974,3.32,214.04,214.04,2929.34,33.244,64.989,1191.68,136.89,576.81,3562.12,571.05,375.8,1571.92,1818.9,63.77
NATI,2020,45.243,31.9226,84.979,54.0891,31607,11500 North MoPac Expressway,78759-3504,Austin,0,0,0,0,0,0,1,7372,NATIONAL INSTRUMENTS CORP,935494,USA,849.506,1884.488,260.232,194.012,59.923,381.851,659.617,322.073,0.0,6.519,266.869,1224.871,288.186,0.0,136.545,100.668,1.1,143.659,143.659,1286.671,1.883,131.247,148.691,43.94,260.35,1651.89,245.33,200.41,1176.35,264.38,130.51
CMI,2020,69.586,46.4631,93.739,69.9628,3650,"500 Jackson Street, Box 3005",47202-3005,Columbus,0,0,1,0,0,0,0,3510,CUMMINS INC,26172,USA,11897.0,22624.0,3401.0,3425,461.0,6335.0,13635.0,4693.0,0.0,39.0,3992.0,8062.0,14270.0,0.0,782.0,1841.0,12.07,1789.0,1789.0,19811.0,119.0,147.658,4125,227.1,3953.0,19737,3842,3486,7507,16942,150.5
CE,2019,39.354,36.1245,87.477,54.3607,162254,"222 West Las Colinas Boulevard, Suite 900N",75039-5421,Irving,0,0,1,0,0,0,0,2860,CELANESE CORP,1306830,USA,2765.0,9476.0,463.0,1038,40.0,1754.0,6578.0,3916.0,0.0,9.0,1181.0,2507.0,4360.0,0.0,300.0,1045.0,6.88,852.0,852.0,6297.0,123.0,119.555,3647,123.12,1172.0,9313,1308,1046,2984,4865,128.1
TTWO,2020,0.0,12.1221,84.979,32.4313,64630,110 West 44th Street,10036,New York,0,0,0,0,0,0,1,7372,TAKE-TWO INTERACTIVE SFTWR,946581,USA,4220.515,6028.218,1422.884,17.742,1847.514,2234.715,2696.326,314.127,0.0,0.35,658.316,3331.892,1408.695,0.0,0.0,636.429,5.14,588.886,588.886,3372.772,6.207,115.163,191.266,176.7,657.97,4948.83,673.74,19.11,2539.24,1360.2,113.51
ADMA,2020,0.0,10.5804,83.594,31.4556,17653,465 State Route 17,7446,Ramsey,0,0,1,0,0,0,0,2836,ADMA BIOLOGICS INC,1368514,USA,153.741,207.673,55.921,81.536,0.0,19.947,119.424,45.852,0.0,0.0,13.237,88.249,50.565,0.0,0.0,-57.215,-0.88,-75.749,-75.749,42.22,11.985,104.903,97.669,1.95,13.24,127.09,3.47,53.07,26.19,37.09,59.32
MAXR,2020,15.615,15.5381,76.58,35.9622,137609,1300 West 120th Avenue,80234,Westminster,0,0,1,0,0,0,0,3663,MAXAR TECHNOLOGIES INC,1121142,USA,468.0,4483.0,27.0,31,4.0,663.0,3547.0,1046.0,0.0,1.0,327.0,935.0,993.0,0.0,2.0,57.0,4.99,303.0,303.0,1723.0,201.0,61.2,2621,38.59,326.0,5157,356,20,761,975,59.9
MATW,2020,13.803,11.8198,87.477,37.7628,30477,Two NorthShore Center,15212-5851,Pittsburgh,0,0,1,0,0,0,0,2790,MATTHEWS INTL CORP -CL A,63296,USA,575.573,2072.633,41.334,175.1,0.0,316.868,1461.2,308.799,0.0,9.618,295.185,610.807,952.993,0.0,26.437,59.372,-2.79,-87.155,-87.155,1498.306,34.885,31.832,907.773,22.36,285.57,2190.6,307.91,180.27,718.11,949.77,31.35
KODK,2020,0.0,12.0617,83.715,31.9887,4194,343 State Street,14650,Rochester,0,0,1,0,0,0,0,3577,EASTMAN KODAK CO,31235,USA,627.0,1248.0,196.0,206,7.0,296.0,980.0,200.0,191.0,10.0,212.0,268.0,857.0,20.0,20.0,-68.0,-9.77,-541.0,-561.0,1029.0,12.0,77.2,80,8.14,202.0,1415,207,215,281,1005,43.2
INVE,2019,0.0,13.6034,83.022,32.2704,65552,"2201 Walnut Avenue, Suite 100",94538,Fremont,0,0,1,0,0,0,0,3577,IDENTIV INC,1036044,USA,46.183,74.318,9.383,16.145,0.0,34.475,38.852,6.671,0.005,0.0,18.363,35.466,45.803,1.042,1.042,0.557,-0.13,-1.151,-2.193,83.755,0.917,16.986,20.687,5.64,18.36,66.31,14.95,13.63,33.87,43.58,15.97
AZZ,2019,0.332,9.2201,91.24,33.6686,1926,"One Museum Place, Suite 500, 3100 West 7th Street",76107,Fort Worth,0,0,1,0,0,0,0,3640,AZZ INC,8947,USA,354.562,1073.831,36.687,99.841,0.0,280.613,439.465,256.312,0.0,4.951,209.307,634.366,784.995,0.0,17.822,107.132,1.84,48.234,48.234,1061.817,13.463,26.148,247.319,36.89,204.36,1088.57,218.18,124.85,603.73,676.92,26.12
CHRS,2019,0.0,10.006,83.594,31.2645,21841,"333 Twin Dolphin Drive, Suite 600",94065,Redwood City,0,0,1,0,0,0,0,2836,COHERUS BIOSCIENCES INC,1512762,USA,343.009,408.927,177.668,9.807,0.0,114.969,303.713,16.489,0.0,0.0,141.992,105.214,243.744,0.0,0.0,109.068,1.29,89.833,89.833,356.071,17.601,70.367,190.838,18.005,141.99,99.47,0,1.66,-38.59,201.18,68.3
PTCT,2019,4.742,18.8634,87.477,37.0888,174134,100 Corporate Court,7080,South Plainfield,0,0,1,0,0,0,0,2836,PTC THERAPEUTICS INC,1070081,USA,779.284,1623.782,288.028,19.285,398.535,235.857,1029.452,35.242,0.0,0.3,55.538,594.33,7.435,0.0,0.0,-192.798,-4.27,-251.576,-251.576,306.98,12.491,61.936,328.03,48.03,55.24,1119.22,67.21,16.12,350.73,10.07,50.61
EMR,2020,32.588,27.4486,93.739,51.3127,4321,"8000 West Florissant Avenue, PO Box 4100",63136,Saint Louis,0,0,1,0,0,0,0,3823,EMERSON ELECTRIC CO,32604,USA,8806.0,22882.0,3315.0,1928,0.0,5785.0,14435.0,4196.0,0.0,0.0,3260.0,8405.0,9141.0,0.0,1209.0,2804.0,3.26,1965.0,1965.0,16785.0,175.0,598.0,7169,65.57,3260.0,20497,3441,1880,8233,9973,611
CRK,2020,17.276,22.2189,84.979,41.5451,34010,"Comstock Tower, Suite 500, 5300 Town and Country Boulevard",75034,Frisco,1,0,0,0,0,0,0,1311,COMSTOCK RESOURCES INC,23194,USA,199.81,4623.983,30.272,3.08,0.0,441.592,3182.21,4087.575,175.0,0.0,153.701,1441.773,246.001,30.996,30.996,163.015,-0.39,-52.417,-83.413,858.195,234.829,232.415,2520.173,4.37,153.7,4657.12,189.11,4.5,1522.61,187.77,190.01
SXI,2020,14.376,16.052,87.477,39.3622,10008,"23 Keewaydin Drive, Suite 300",3079,Salem,0,0,1,0,0,0,0,3585,STANDEX INTERNATIONAL CORP,310354,USA,331.997,930.878,118.809,85.031,0.0,122.877,469.246,177.321,0.0,2.113,115.491,461.632,358.28,0.0,10.759,66.956,1.64,20.188,20.188,604.535,7.475,12.236,243.459,57.55,113.38,921.89,128.18,88.65,464.31,494.02,12.34
WAB,2020,16.793,14.5103,86.906,39.4628,60979,30 Isabella Street,15212,Pittsburgh,0,0,1,0,0,0,0,3743,WABTEC CORP,943452,USA,3879.8,18454.5,598.7,1642.1,0.0,3226.3,8301.8,1601.6,0.0,36.5,1412.5,10122.3,5191.5,0.0,92.5,859.8,2.18,414.4,413.2,7556.1,198.9,188.887,4239.4,73.2,1376.0,18944.2,1644,1773.1,9956.5,5598.3,191.7
ALG,2020,24.041,15.659,84.979,41.6155,27960,1627 East Walnut Street,78155,Seguin,0,0,1,0,0,0,0,3523,ALAMO GROUP INC,897077,USA,503.01,1109.329,50.195,229.971,0.0,157.295,483.686,211.844,0.0,0.0,215.462,625.643,837.432,0.0,6.124,97.995,4.81,56.63,56.63,1163.466,15.837,11.727,299.631,137.95,215.46,1212.76,250.74,267.67,569.76,818.35,11.67
CHX,2020,15.192,12.4547,72.456,33.4172,33326,"Building 4, 12th Floor, Suite 1200, 2445 Technology Forest B",77381,The Woodlands,0,0,1,0,0,0,0,3533,CHAMPIONX CORP,1723089,USA,1265.845,3475.776,201.421,430.112,0.0,622.56,1863.201,977.017,0.0,10.192,559.545,1625.971,1256.044,0.0,0.0,66.178,-5.01,-743.93,-743.93,1899.996,51.731,200.38,1057.915,15.3,549.35,1922.83,212.09,211.34,1032.96,630.62,77.46
ENPH,2019,0.0,13.9964,83.594,32.5923,187450,47281 Bayside Parkway,94538,Fremont,0,0,1,0,0,0,0,3674,ENPHASE ENERGY INC,1463101,USA,499.657,713.223,251.409,32.056,44.7,199.311,441.011,39.053,0.0,0.564,160.468,272.212,391.061,0.0,0.0,105.328,1.38,161.148,162.236,624.333,9.691,123.109,118.255,26.13,159.9,339.94,90.32,16.27,7.78,212.05,107.04
